State,Year,Population,Water.Access,Birth.Rate,Corruption.Convictions,Grain.Yields,HDI,Percent.Irrigated,Rural.Bank.Branches,Capex,Credit.by.SCBs,Credit.Deposit.Ratio,Credit.to.Ag,Credit.to.Industry,Gross.Fixed.Capital.Formation,Km.Highways,Infant.Mortality.Rate,Literacy.Rate,Per.Capita.Elec.Cons,Personal.Loans.by.SCBs,Percentage.BPL,Total.Registered.Vehicles,Approx.Life.Expectancy,GSDP.Base.1980,Percentage.Ag.Share.GDP,Share.Rural.Pop,Social.Expenditure,Gross.Fiscal.Deficit,,
Gujarat,1998,NA,NA,25.5,44,1426,NA,0.338741484,420,15.6,171,49,19,114,121871.4,2002,64,NA,790.24,14.8,NA,4206000,64.1,9595357.914,0.188973551,NA,49.5,31.8,,
Gujarat,1999,NA,NA,25.4,38,1186,NA,0.344580043,409,14.1,200,48.8,22.3,140.7,101005.9,2241,63,NA,840.88,17.5,NA,4680000,65,11080832.91,0.191718494,NA,66.1,56.2,,
Gujarat,2000,NA,NA,25.2,28,827,0.466,0.341785277,399,19.8,237,49,23.8,160.7,53882,2241,62,NA,853.97,23.6,14.07,5189000,65,11458331.11,0.135317875,NA,75.7,67.9,,
Gujarat,2001,50671000,84.1,24.9,24,1414,NA,0.320114943,395,20.7,267,48.5,26,167,287206.6,2461,60,69.14,817.18,28,NA,5576000,65,11591624.52,0.123613523,0.62641353,96.8,79.9,,
Gujarat,2002,NA,NA,24.7,39,1114,NA,0.332774362,397,12.4,288,44.1,38,207,64003.8,2461,60,NA,837.99,31,NA,6008000,65,12888471.34,0.137178888,NA,90.3,65.1,,
Gujarat,2003,NA,NA,24.6,55,1629,NA,0.342112689,396,50,323,44.8,41,243,74668.4,2461,57,NA,917.96,40,NA,6508000,66.1,14761775.66,0.119034159,NA,81.8,60.8,,
Gujarat,2004,NA,NA,24.3,100,1412,NA,0.359950968,389,30.4,357,42.2,45,265,85833.8,2871,53,NA,1280.8,68,NA,7087000,66.1,17530482.09,0.152948104,NA,89.9,91.6,,
Gujarat,2005,NA,NA,23.7,122,1551,NA,0.380207871,389,21.9,454,46.5,60,318,254828.2,2871,54,NA,1283.77,99,31.8,7817000,66.1,19724712.71,0.125880795,NA,101.3,87,,
Gujarat,2006,NA,NA,23.5,130,1423,NA,0.414441061,388,32.8,585,55.6,89,409,197099,2871,53,NA,1330.82,144,NA,8622000,66.1,23736421.7,0.13815088,NA,110,62.7,,
Gujarat,2007,NA,NA,23,167,1831,NA,0.447107648,391,45.5,764,63.7,122,538,232811.8,3245,52,NA,1493.25,199,NA,9497000,67.3,27514777.89,0.141961127,NA,131,56.5,,
Gujarat,2008,NA,NA,22.6,70,1595,0.527,0.459503726,409,58.3,1002,66.5,219,708,313510.4,3245,50,NA,1457.29,249,NA,10289000,67.3,31936648.55,0.14847296,NA,148.9,47.7,,
Gujarat,2009,NA,NA,22.3,66,1560,NA,0.455754871,418,73,1190,63.7,144,760,385802,3245,48,NA,1558.58,227,NA,10999000,67.3,35682998.74,0.132913435,NA,181.8,104.4,,
Gujarat,2010,NA,NA,21.8,51,1843,NA,0.443663241,419,61.2,1405,65.3,177,888,448230,3245,44,NA,1508.14,244,23,11873000,67.3,41827179.87,0.130299464,NA,231.7,151.5,,
Gujarat,2011,60440000,90.3,21.3,52,1874,NA,0.458187158,447,77.4,1717,66.2,205,1055,520937.5,3245,41,79.31,1663,295,NA,12993000,67.3,50581001.81,0.172551463,0.574040371,285.9,150.7,,
Gujarat,2012,NA,NA,21.1,39,1970,NA,0.481812624,476,84.4,2134,70.4,267,1292,534735.8,4032,38,NA,1796.29,339,16.63,14414000,NA,58074928.12,0.177352353,NA,303.5,110.3,,
Gujarat,2013,NA,NA,20.8,36,2097,NA,0.469285714,519,70.4,2613,72.8,312,1588,742140.2,3828,36,NA,NA,433,NA,15772000,NA,63870427.22,0.14753312,NA,380.6,164.9,,
Gujarat,2014,NA,NA,NA,NA,NA,NA,NA,581,88.5,3098,74.7,341,1829,NA,4694,NA,NA,NA,528,NA,17092000,NA,74257575.2,0.177701035,NA,418.8,184.2,,
Gujarat,2015,NA,NA,NA,NA,NA,NA,NA,640,98.1,3471,72.7,382,2051,NA,4971,NA,NA,NA,624,NA,18721000,NA,NA,NA,NA,NA,NA,,
Haryana,1981,12922000,55.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.13,NA,NA,NA,NA,NA,NA,NA,0.781225816,NA,NA,,
Haryana,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.37,NA,NA,NA,NA,NA,NA,NA,,
Haryana,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Haryana,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.64,NA,NA,NA,NA,NA,NA,NA,,
Haryana,1990,NA,NA,31.9,2,2348,NA,NA,293,4.6,21,60.5,7.2,12.6,4101.2,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,,
Haryana,1991,16464000,74.3,33.1,4,2536,NA,0.715830377,291,4.5,24,85.2,8.3,14.6,7464.5,655,NA,55.85,460,2.1,NA,532966,63.4,1363643,0.433995555,0.753705053,7.8,3.9,,
Haryana,1992,NA,NA,32,1,2584,NA,0.779174147,293,5.8,25,55.3,8.1,14.5,9209.7,655,NA,NA,507,2.4,NA,700238,63.4,1633925,0.440109552,NA,7.8,3.8,,
Haryana,1993,NA,NA,30.9,2,2633,NA,0.764183185,293,7.1,29,55.3,8.7,16.9,-158674.2,656,NA,NA,491,2.9,NA,748720,63.4,1734330,0.451761775,NA,9.6,4.4,,
Haryana,1994,NA,NA,30.8,4,2730,NA,0.776440241,292,6.4,29,47.9,9.2,16,12689.8,656,NA,NA,467,3.2,25.05,NA,63.4,1737798.66,0.471947078,NA,10.9,4.8,,
Haryana,1995,NA,NA,29.9,12,2539,NA,0.770082173,292,7.7,34,45.5,9.4,21.3,21712.1,656,NA,NA,503,3.6,NA,955000,64.1,2060797.429,0.459734647,NA,13,5.3,,
Haryana,1996,NA,NA,28.8,7,2843,NA,0.782222966,292,10.6,40,44.7,9.7,25.7,23016.5,656,NA,NA,504,4.6,NA,1065000,64.1,2339092.717,0.409323732,NA,17,9.9,,
Haryana,1997,NA,NA,28.3,7,2763,NA,0.787783997,292,11.9,45,42.5,11.45,29.5,16181.4,656,68,NA,488.02,5.25,NA,1099000,64.1,2798718.566,0.419186002,NA,16.3,11,,
Haryana,1998,NA,NA,27.6,13,2700,NA,0.786097998,292,24.4,53,42.9,12.1,37.5,30331.8,938,70,NA,502.41,6.7,NA,1224000,64.1,3034810.52,0.38763253,NA,18.3,11.3,,
Haryana,1999,NA,NA,26.8,13,3047,NA,0.79778481,293,25.9,62,43.3,14.7,42.8,31209.5,1361,68,NA,530.2,8.1,NA,1410000,65.7,3427179.738,0.384891773,NA,24.7,22.4,,
Haryana,2000,NA,NA,26.9,14,3060,0.501,0.849892188,293,29.8,72,42.4,17.3,47.3,23930.6,1361,67,NA,544.31,11.3,8.74,1733000,65.7,3840515.958,0.363243877,NA,25.7,21.3,,
Haryana,2001,21145000,86.1,26.7,4,3128,NA,0.854129191,296,33.3,82,41,19,59,21585,1361,65,67.91,532.9,14,NA,1949000,65.7,4349479.69,0.346593412,0.710759045,33.9,22.6,,
Haryana,2002,NA,NA,26.6,10,3103,NA,0.840614118,298,52.6,102,43.7,27,58,25942.2,1361,62,NA,580.05,18,NA,2122000,65.7,4896824.736,0.311773135,NA,36.8,27.4,,
Haryana,2003,NA,NA,26.3,27,3068,NA,0.861903183,296,79.8,120,44,31,72,20273.8,1361,59,NA,618.98,26,NA,2279000,67.1,5421803.171,0.289993871,NA,28.1,14.7,,
Haryana,2004,NA,NA,25.1,51,3092,NA,0.836412023,298,93.2,146,47.6,40,72,36604.1,1468,61,NA,950.51,36,NA,2548000,67.1,6194307.173,0.283854665,NA,28.2,29.3,,
Haryana,2005,NA,NA,24.3,80,3045,NA,0.845758755,301,69.3,189,51.4,49,86,43150.4,1468,60,NA,1090.39,53,24.1,2854000,67.1,6994160.186,0.261824817,NA,35,12.1,,
Haryana,2006,NA,NA,23.9,33,3393,NA,0.837330873,306,106.5,283,57.4,71,98,52517.4,1468,57,NA,1208.21,100,NA,3087000,67.1,7949842.585,0.238942894,NA,47.4,2.9,,
Haryana,2007,NA,NA,23.4,42,3420,NA,0.854081952,318,106.6,346,56.9,99,126,73367.3,1512,55,NA,1295.69,100,NA,3528000,67.3,9398961.107,0.254162186,NA,56,-11.8,,
Haryana,2008,NA,NA,23,46,3387,0.552,0.859863735,326,123.8,448,60.1,110,175,86691.9,1512,54,NA,1278.85,101,NA,3973000,67.3,11068267.45,0.25399081,NA,73.4,12.6,,
Haryana,2009,NA,NA,22.7,104,3383,NA,0.852560148,343,154.3,534,61.4,125,261,81782.8,1512,51,NA,1491.37,123,NA,4425000,67.3,13326244.12,0.263000969,NA,98.1,65.6,,
Haryana,2010,NA,NA,22.3,88,3526,NA,0.873090852,368,179,691,63.3,157,312,103160.8,1518,48,NA,1485.07,144,20.1,4792000,67.3,16325424.16,0.237729294,NA,133.6,100.9,,
Haryana,2011,25351000,93.8,21.8,100,3879,NA,0.852113759,416,206.4,928,71.7,194,387,103374,1518,44,76.64,1628,206,NA,5377000,67.3,19028390.8,0.237043529,0.651216915,136.4,72.6,,
Haryana,2012,NA,NA,21.6,73,3689,NA,0.875327477,446,203.1,1158,79.4,231,518,252141.8,1633,42,NA,1722.3,195,11.16,5978000,NA,21807729.1,0.236541169,NA,162.7,71.5,,
Haryana,2013,NA,NA,21.3,47,3855,NA,0.889585947,508,214.6,1297,76.5,258,572,112183.4,1633,41,NA,NA,231,NA,6600000,NA,24922612.89,0.225195588,NA,189.9,103.6,,
Haryana,2014,NA,NA,NA,NA,NA,NA,NA,542,240.9,1509,78.1,332,592,NA,2050,NA,NA,NA,318,NA,7239000,NA,28395446.55,0.227581216,NA,181,83.1,,
Haryana,2015,NA,NA,NA,NA,NA,NA,NA,597,250.8,1689,75.8,348,650,NA,2307,NA,NA,NA,376,NA,7928000,NA,NA,NA,NA,NA,NA,,
Karnataka,1981,37136000,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.21,NA,NA,NA,NA,NA,NA,NA,0.711062042,NA,NA,,
Karnataka,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.24,NA,NA,NA,NA,NA,NA,NA,,
Karnataka,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Karnataka,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.53,NA,NA,NA,NA,NA,NA,NA,,
Karnataka,1990,NA,NA,28,NA,910,NA,NA,1089,10.1,69,82.2,16,29.9,8674.4,NA,NA,NA,NA,6.05,NA,NA,NA,NA,NA,NA,NA,NA,,
Karnataka,1991,44977000,71.7,26.9,NA,1103,NA,0.220937155,1073,12.9,77,79.1,17.3,32.9,7490.3,1997,NA,56.04,299,7.7,NA,1432769,62.5,2330040,0.312343565,0.690775285,18.4,5.6,,
Karnataka,1992,NA,NA,26.3,NA,1156,NA,0.228695933,1077,15.1,86,76.8,18.5,37,14808,1997,NA,NA,303,8.8,NA,1582099,62.5,3009173,0.335273512,NA,23,9.2,,
Karnataka,1993,NA,NA,25.5,5,1240,NA,0.225749275,1078,18.8,91,65.8,19.9,39.3,15904.5,1997,NA,NA,328,10.1,NA,1718494,62.5,3303585,0.332076214,NA,25.6,13.9,,
Karnataka,1994,NA,NA,25,9,1152,NA,0.238980051,1076,15.9,104,65.6,21.8,45.2,25603.3,1997,NA,NA,364,11.4,33.16,NA,62.5,3392781.795,0.378434594,NA,30.6,12.5,,
Karnataka,1995,NA,NA,24.1,18,1261,NA,0.243319737,1077,19.3,130,65.8,25.3,56.6,33729.6,1997,NA,NA,362,13.7,NA,2014000,64.4,3957386.613,0.356424192,NA,34.5,15.1,,
Karnataka,1996,NA,NA,23,19,1249,NA,0.237916039,1078,17.8,165,70,28.3,73.8,41418.2,1997,NA,NA,340,19.9,NA,2250000,64.4,4642846.799,0.347826898,NA,40,14.6,,
Karnataka,1997,NA,NA,22.7,58,1134,NA,0.233563032,1078,17.1,19,70.9,32.3,81.7,53418.8,1997,53,NA,387.09,25.1,NA,2543000,64.4,5382962.758,0.338951867,NA,45.3,19.4,,
Karnataka,1998,NA,NA,22,11,1348,NA,0.248995297,1080,13.8,218,68.4,36.3,92.4,114047.2,2366,58,NA,350.64,29.8,NA,2804000,64.4,6032961.442,0.304870543,NA,48.9,16.1,,
Karnataka,1999,NA,NA,22.3,8,1286,NA,0.253248863,1094,13.3,251,65.4,43.1,105.3,55963.7,3234,58,NA,367.02,36.2,NA,3067000,65.4,7254915.591,0.308507433,NA,58.5,31.1,,
Karnataka,2000,NA,NA,22,8,1412,0.432,0.261387121,1102,12.7,291,63.3,52.8,117.3,34768.5,3394,57,NA,411.74,49,20.04,3393000,65.4,7843877.479,0.309009072,NA,68,42.8,,
Karnataka,2001,52851000,84.6,22.2,15,1212,NA,0.266281342,1106,14.7,334,61,53,139,37047.5,3570,58,60.47,427.76,58,NA,3537000,65.4,8395035.116,0.30508304,0.660138881,75.4,42.2,,
Karnataka,2002,NA,NA,22.1,9,949,NA,0.264695801,1108,22.1,388,61.6,67,169,30994.9,3570,55,NA,462.8,84,NA,3636000,65.4,8742483.094,0.247522181,NA,76.4,58.7,,
Karnataka,2003,NA,NA,21.8,19,954,NA,0.24635796,1109,42.7,469,62.3,78,212,28445.1,3570,52,NA,481.73,115,NA,3738000,66.6,9365535.843,0.214234521,NA,75.7,52.8,,
Karnataka,2004,NA,NA,20.9,41,1388,NA,0.235982533,1124,31.1,591,63.1,97,215,60742.5,3843,49,NA,679.84,175,NA,3977000,66.6,10148082.46,0.172459167,NA,83.2,45,,
Karnataka,2005,NA,NA,20.6,42,1776,NA,0.25985789,1120,26.9,795,73.8,125,286,115074.5,3843,50,NA,720.43,259,33.4,5436000,66.6,12103176.91,0.189869595,NA,97.6,36,,
Karnataka,2006,NA,NA,20.1,27,1289,NA,0.278805558,1120,23.4,1013,75.9,156,445,102757.7,3843,48,NA,805.5,374,NA,6220000,66.6,14219504.81,0.199074816,NA,116.8,36.9,,
Karnataka,2007,NA,NA,19.9,35,1548,NA,0.289676797,1128,38,1307,76.3,205,614,132143.6,3843,47,NA,834.43,457,NA,5486000,67.5,16493779.16,0.175203346,NA,144.1,46.9,,
Karnataka,2008,NA,NA,19.8,20,1511,0.519,0.2938804,1151,43.3,1638,78.1,245,683,232030.2,3843,45,NA,854.35,511,NA,6217000,67.5,19643325.33,0.172556733,NA,176.4,53.3,,
Karnataka,2009,NA,NA,19.5,29,1377,NA,0.318725744,1177,47,1982,77.3,267,735,266936.8,4396,41,NA,873.05,547,NA,6953000,67.5,22523716.16,0.156625734,NA,204.4,87.3,,
Karnataka,2010,NA,NA,19.2,87,1684,NA,0.318185349,1197,61,2248,77.6,310,819,260020.9,4396,38,NA,925.02,550,23.6,9044000,67.5,24501352.69,0.165891238,NA,251,108.7,,
Karnataka,2011,61095000,87.5,18.8,85,1629,NA,0.327591487,1213,77.4,2526,72.7,370,909,313352.6,4396,35,75.6,1081,613,NA,9930000,67.5,29810486.11,0.181943482,0.613290777,286.9,106.9,,
Karnataka,2012,NA,NA,18.5,96,1488,NA,0.343063272,1272,85.4,2928,71.4,452,1059,278595.2,4396,32,NA,1129.09,718,20.91,10910000,NA,33041142.02,0.162957138,NA,323.7,123,,
Karnataka,2013,NA,NA,18.3,76,1620,NA,0.341079333,1325,88.8,3323,71.9,543,1250,214747.9,4642,31,NA,NA,864,NA,12064000,NA,37937688.27,0.162217376,NA,378.3,145.1,,
Karnataka,2014,NA,NA,NA,NA,NA,NA,NA,1472,91,3814,71,734,1408,NA,6177,NA,NA,NA,993,NA,13335000,NA,44610649.28,0.170798139,NA,415.9,170.9,,
Karnataka,2015,NA,NA,NA,NA,NA,NA,NA,1621,140.2,4292,67.7,763,1555,NA,6432,NA,NA,NA,1209,NA,14785000,NA,50963505.32,0.176535253,NA,NA,NA,,
Kerala,1981,25454000,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.85,NA,NA,NA,NA,NA,NA,NA,0.812524554,NA,NA,,
Kerala,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.42,NA,NA,NA,NA,NA,NA,NA,,
Kerala,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Kerala,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.79,NA,NA,NA,NA,NA,NA,NA,,
Kerala,1990,NA,NA,19.6,7,1872,NA,NA,277,5.5,41,63.1,7.2,14.7,4291.5,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,,
Kerala,1991,29099000,18.9,18.3,6,1886,NA,0.126821192,269,7.9,46,59.1,8,16.4,4444.3,817,NA,89.81,196,5.4,NA,647742,72.9,1409810,0.265679772,0.736039039,14.8,8,,
Kerala,1992,NA,NA,17.7,13,1953,NA,0.128103277,269,7.1,50,51.7,8.5,17.4,5979,817,NA,NA,200,6.3,NA,708172,72.9,1752967,0.317869076,NA,15.9,8,,
Kerala,1993,NA,NA,17.4,16,1930,NA,0.123400066,269,8.4,56,46.5,9,19.1,6929.9,1011,NA,NA,215,8.1,NA,781398,72.9,1993723,0.28783487,NA,17.9,7.3,,
Kerala,1994,NA,NA,17.4,2,1873,NA,0.135765943,269,8.9,65,44,9.8,21.3,8839.9,1011,NA,NA,237,9.91,25.43,NA,72.9,2129296.164,0.293807414,NA,20.6,9.4,,
Kerala,1995,NA,NA,18,1,1943,NA,0.166010499,269,11,77,44.8,11.4,24.3,14075.6,1011,NA,NA,249,12.5,NA,1006000,71.7,2578239.551,0.298418189,NA,23.9,11.1,,
Kerala,1996,NA,NA,18,17,503,NA,0.151989563,269,11.5,89,44.5,12.8,27.8,9971.1,1011,NA,NA,241,17,NA,1170000,71.7,3135166.625,0.302725196,NA,26.9,13,,
Kerala,1997,NA,NA,17.9,26,1856,NA,0.154253558,272,15.8,105,45.4,14,30.8,13128.9,1011,12,NA,261.8,22.2,NA,1355000,71.7,3595997.212,0.294652863,NA,32.1,15.4,,
Kerala,1998,NA,NA,18.3,33,1942,NA,0.14045133,273,17.5,122,44.2,17,34.2,12776.3,940,16,NA,301.68,27.7,NA,1508000,71.7,4002393.531,0.266238315,NA,42.4,24.1,,
Kerala,1999,NA,NA,18,21,2094,NA,0.144326363,273,18.2,138,41.7,18.5,38.7,9911.6,1010,14,NA,315.03,27.9,NA,1508000,72.5,4545855.402,0.245107889,NA,46.6,30.1,,
Kerala,2000,NA,NA,17.9,64,2095,0.677,0.156895403,288,19.4,162,41.5,21.3,44.5,6615.5,1230,14,NA,328.88,35.3,12.72,1782000,72.5,5057846.969,0.240873395,NA,54.3,45.4,,
Kerala,2001,31841000,23.4,17.2,58,2097,NA,0.151555261,318,25.9,191,43.3,25,47,9634.6,1440,11,90.86,280.8,45,NA,2112000,72.5,5313074.629,0.204903533,0.740366195,52.4,38.8,,
Kerala,2002,NA,NA,16.9,45,2151,NA,0.144385027,334,44.3,224,43.3,27,50,6471.8,1440,10,NA,284.53,55,NA,2315000,72.5,5698064.49,0.200138493,NA,49.3,32.7,,
Kerala,2003,NA,NA,16.7,26,1935,NA,0.144444444,353,51.6,255,42.8,31,57,5650,1440,11,NA,291.11,71,NA,2552000,74.1,6354056.964,0.198515932,NA,63.4,49.9,,
Kerala,2004,NA,NA,15.2,23,2278,NA,0.143872715,357,113.9,310,45.5,44,66,9918.3,1440,12,NA,397.98,110,NA,2792000,74.1,7070907.278,0.190622729,NA,59.2,55.4,,
Kerala,2005,NA,NA,15,33,2219,NA,0.151869159,359,84.1,377,54.6,45,84,9828.4,1440,14,NA,424.13,150,19.7,3122000,74.1,8062600.656,0.178525906,NA,73.4,44.5,,
Kerala,2006,NA,NA,14.9,26,2331,NA,0.154052244,369,78.5,494,61.4,58,91,15935.1,1440,15,NA,440.77,194,NA,3559000,74.1,9250909.444,0.173632389,NA,75.2,41.8,,
Kerala,2007,NA,NA,14.7,62,2221,NA,0.167923235,371,96.6,583,60.9,85,100,14987.2,1440,13,NA,443.85,237,NA,3957000,74.4,10396314.68,0.169764955,NA,71.9,38.2,,
Kerala,2008,NA,NA,14.6,85,2440,0.79,0.164795364,373,105.2,697,63.4,121,116,25235,1457,12,NA,444,282,NA,4430000,74.4,11840057.24,0.159053849,NA,90.1,61,,
Kerala,2009,NA,NA,14.7,71,2470,NA,0.169944341,385,141.4,807,59.7,123,122,28505.5,1457,12,NA,536.78,345,NA,4860000,74.4,13708718.94,0.154136848,NA,108.6,63.5,,
Kerala,2010,NA,NA,14.8,71,2400,NA,0.170475834,404,150.4,960,63.1,170,137,21864.4,1457,13,NA,550.8,393,12,5398000,74.4,15683799.21,0.139163004,NA,120.3,78.7,,
Kerala,2011,33406000,33.5,15.2,40,2695,NA,0.176426143,404,279.7,1250,73.1,232,165,22343.6,1457,12,93.91,594,447,NA,6072000,74.4,17831858.58,0.16168364,0.522989882,136.2,77.3,,
Kerala,2012,NA,NA,14.9,29,2547,NA,0.205108941,404,205.3,1532,76.4,289,184,26686,1457,12,NA,630.07,503,7.05,6893000,NA,21137904.78,0.161927408,NA,187.4,128.1,,
Kerala,2013,NA,NA,14.7,24,2530,NA,0.176697531,496,198.9,1731,73.1,354,243,77928.4,1457,12,NA,NA,614,NA,7858000,NA,23515069.94,0.14523128,NA,216.5,150,,
Kerala,2014,NA,NA,NA,NA,NA,NA,NA,509,251.4,1906,67.7,409,286,NA,1700,NA,NA,NA,663,NA,8775000,NA,26789871.39,0.136363059,NA,239.5,169.4,,
Kerala,2015,NA,NA,NA,NA,NA,NA,NA,558,271.4,2122,64.6,544,309,NA,1811,NA,NA,NA,677,NA,9648000,NA,NA,NA,NA,NA,NA,,
Madhya.Pradesh,1981,38169000,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.63,NA,NA,NA,NA,NA,NA,NA,0.776546412,NA,NA,,
Madhya.Pradesh,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.78,NA,NA,NA,NA,NA,NA,NA,,
Madhya.Pradesh,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Madhya.Pradesh,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.07,NA,NA,NA,NA,NA,NA,NA,,
Madhya.Pradesh,1990,NA,NA,37.1,15,1001,NA,NA,1617,11.5,44,66.1,11,18.3,17961.3,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,,
Madhya.Pradesh,1991,48566000,53.4,35.8,7,920,NA,0.185552764,1603,12.2,50,64.7,12,20.9,14291.3,2976,NA,44.67,267,3.74,NA,1460362,54.7,3047198,0.348312778,0.747271754,24.4,10.2,,
Madhya.Pradesh,1992,NA,NA,34.9,0,979,NA,0.206028845,1609,15.1,53,61,12.7,21.8,34645.8,2976,NA,NA,281,4.5,NA,1638402,54.7,3260858,0.343962233,NA,26.6,9.8,,
Madhya.Pradesh,1993,NA,NA,33.5,7,1079,NA,0.206577897,1608,13.6,59,60.9,14.4,22,31880.5,2976,NA,NA,311,5.3,NA,1762352,54.7,3658252,0.332355453,NA,30.2,8.8,,
Madhya.Pradesh,1994,NA,NA,33,21,1088,NA,0.222683153,1607,15.1,61,55,14.7,23.23,58943.2,2976,NA,NA,335,6.2,42.52,NA,54.7,3921646.144,0.345998581,NA,35.1,9.8,,
Madhya.Pradesh,1995,NA,NA,33.2,52,1032,NA,0.245898983,1593,14.5,66,49.6,14,25.3,47499.1,2976,NA,NA,367,6.6,NA,2070000,56.6,4372731.222,0.318497407,NA,38.5,14.2,,
Madhya.Pradesh,1996,NA,NA,32.3,52,1101,NA,0.24672524,1579,16.3,89,56.2,17.4,39.7,37885.4,2976,NA,NA,367,8.9,NA,2310000,56.6,4940987.56,0.307816276,NA,44.2,16.3,,
Madhya.Pradesh,1997,NA,NA,31.9,74,972,NA,0.257632313,1581,25,98,52.5,20.4,42.7,36259.5,2976,94,NA,377.51,11,NA,2569000,56.6,5685480.006,0.317166971,NA,52.7,19.3,,
Madhya.Pradesh,1998,NA,NA,30.7,84,1091,NA,0.251473704,1565,46.5,117,52.8,24.7,53.3,24582.6,3380,98,NA,398.17,13.8,NA,2832000,56.6,6203168.347,0.302438713,NA,56.2,18.2,,
Madhya.Pradesh,1999,NA,NA,31.1,80,1208,NA,0.261966091,1553,87.1,128,48.8,27.5,62,18548,4994,90,NA,353.13,14.4,NA,3124000,58.8,7148630.418,0.305995206,NA,68.9,41.3,,
Madhya.Pradesh,2000,NA,NA,31.4,81,945,0.285,0.270576564,1541,48.1,152,49.1,32,66.4,16557,5174,87,NA,294.82,20.4,37.43,3457000,58.8,8045578.733,0.289574953,NA,74.2,39.1,,
Madhya.Pradesh,2001,60348000,68.4,30.8,69,1148,NA,0.239787353,1075,42,138,47.6,31,62,9023.2,6438,86,63.74,273.04,23,NA,3095000,58.8,7952328.572,0.235383273,0.735417909,71.5,27.1,,
Madhya.Pradesh,2002,NA,NA,30.4,74,943,NA,0.257246377,1071,67.4,154,46.6,38,59,10368.1,6438,85,NA,278.16,27,NA,3173000,58.8,8709535.946,0.263841633,NA,60.1,36.5,,
Madhya.Pradesh,2003,NA,NA,30.2,64,1248,NA,0.256167718,1060,183.5,175,46.6,44,67,13824.1,4664,82,NA,283.54,37,NA,3459000,60.7,8718267.073,0.232889982,NA,71.6,40.6,,
Madhya.Pradesh,2004,NA,NA,29.8,72,1131,NA,0.291894077,1058,216.2,207,46.9,54,56,26371.7,5200,79,NA,516.62,57,NA,3804000,60.7,10325404.86,0.292279222,NA,67.9,73.2,,
Madhya.Pradesh,2005,NA,NA,29.4,82,1130,NA,0.306538633,1046,164,262,54.7,73,77,26985,5200,76,NA,580.34,76,48.6,4188000,60.7,10723939.23,0.260889801,NA,72.7,64.9,,
Madhya.Pradesh,2006,NA,NA,29.1,144,1167,NA,0.299775602,1033,144.6,336,60.5,95,86,36950.9,5200,74,NA,581.73,103,NA,4609000,60.7,11801690.15,0.263263687,NA,94.3,45.7,,
Madhya.Pradesh,2007,NA,NA,28.5,111,1069,NA,0.325311987,1031,154.6,405,61.8,107,111,46602.1,4670,72,NA,623.14,112,NA,5047000,62.8,13729528.24,0.252718056,NA,106.6,27.5,,
Madhya.Pradesh,2008,NA,NA,28,70,1168,0.375,0.321659483,1036,233.7,489,60.1,139,154,49052.3,4670,70,NA,583.75,125,NA,5523000,62.8,15334657.37,0.238039987,NA,126,27.8,,
Madhya.Pradesh,2009,NA,NA,27.7,34,1285,NA,0.325022995,1070,225.2,575,57.4,174,180,48710.2,4670,67,NA,618.1,144,NA,6011000,62.8,18734049.8,0.238638234,NA,146.9,44.3,,
